"id","judul","penulis","gambar","isi","link","created_at","updated_at"
"72","Here’s why exercise is so important if you’re a cancer survivor - The Washington Post","Admin",NULL,"Here’s why exercise is so important if you’re a cancer survivor&nbsp;&nbsp;The Washington PostExercise Extends Life for People With Cancer, Study Shows&nbsp;&nbsp;The New York TimesExercise ‘better than drugs’ to stop cancer returning after treatment, trial finds&nbsp;&nbsp;The GuardianMore studies show diet and nutrition are important in fighting cancer&nbsp;&nbsp;WTOPExercise may benefit colon cancer patients as much as some drugs&nbsp;&nbsp;NBC News","https://news.google.com/rss/articles/CBMiggFBVV95cUxOTlMyRDRKNWJkRG9ZOHNkazFNSTZ6LVBjS3VNVS1WWGs0OEZPUHdyYm9Xc0QxeVotd0hlOXBnbUV0WElQQXdKb0U0OEdhTlJpczFlVnUxUjJsaWItemtBcDV1MVBPZU8yNGNoUjRDMG1ucmxyVENFYjg3NFppRmgxWmVR?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"73","These glowing axolotls may hold the secret to human limb regeneration - The Washington Post","Admin",NULL,"These glowing axolotls may hold the secret to human limb regeneration&nbsp;&nbsp;The Washington PostRetinoic acid breakdown is required for proximodistal positional identity during axolotl limb regeneration&nbsp;&nbsp;NatureScientists are solving the mystery of how axolotls regrow limbs&nbsp;&nbsp;National GeographicA chemical in acne medicine can help regenerate limbs&nbsp;&nbsp;Popular ScienceHow do axolotls regenerate limbs and organs? This researcher has started to uncover the secret&nbsp;&nbsp;Northeastern Global News","https://news.google.com/rss/articles/CBMikgFBVV95cUxQbW1XU01DbUhUaHM5SVFmd0VLVkRuZFN3UWVkdE5BSmNmNjRxdllCN1ptY0NlLWMzb1A5Wl9qcTFtN0lrVElfbW9rc21XQWlWVVZxcXBjX3ByRGt3MlFyNE1XbUJOeVVNd0VHNVpRQlVkS1d2U2czUElkZEw0OWhNdDBvYk1wT3FpVGhqQ3pqZkV6UQ?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"74","Vaskulären Demenz: Wie diese 3 Faktoren das Risiko erhöhen - Medscape","Admin",NULL,"Vaskulären Demenz: Wie diese 3 Faktoren das Risiko erhöhen&nbsp;&nbsp;Medscape","https://news.google.com/rss/articles/CBMiYEFVX3lxTFBfRUNFUUtHaThNQXdhWE1IaDRLTVN3Mi1WX2ZpVThCRVhwbzUxa0FQT2ktckdQZG05UlpjVnM0UXNuRGZJSFdyYnZKNGtoaHFSLWlKOHJ5THdBZV9XMmZFNQ?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"75","'There was nothing hopeless about Alice' - family on fight for truth","Admin","https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/d41f/live/305f3440-45dd-11f0-b6e6-4ddb91039da1.jpg","The family of a woman who died in mental health care speak about their fight to hold staff accountable.","https://www.bbc.com/news/videos/cx2jz70gd42o","2025-06-14 09:55:58","2025-06-14 09:55:58"
"76","Le Répertoire national de l’Offre et des Ressources en santé et accompagnement médico-social (ROR) national : un déploiement des usages qui s’accélère - Portail e-santé","Admin",NULL,"Le Répertoire national de l’Offre et des Ressources en santé et accompagnement médico-social (ROR) national : un déploiement des usages qui s’accélère&nbsp;&nbsp;Portail e-santé","https://news.google.com/rss/articles/CBMilAFBVV95cUxQV2xRakpDSG1HRDdXQW9JZWxINDVBN0pCdXNqcWpnTXBUcm1FZGJfWGhsa0NSUFdBNWxuWDlxZDRoSElBbnlSelZ2WFozR2FCdVFrUVlPbEh3WER1VEdhMndtNlhDZWNvY2UzQl9Yd1NGUzJhQjNINkc5bnM5TUJobGItTlBaSDg1UnMyS2VtOW5TazRl?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"77","How to Improve Executive Functioning","Christina Caron",NULL,"Conditions like A.D.H.D. and autism can make starting and completing tasks feel impossible, but experts say there are workarounds.","https://www.nytimes.com/2025/06/10/well/mind/executive-function-tips.html","2025-06-14 09:55:58","2025-06-14 09:55:58"
"78","How Can I Avoid Swimmer’s Ear?","Cameron Walker","https://static01.nyt.com/images/2025/06/10/multimedia/10WELL-ASK-SWIMMERS-EAR1-cpgz/10WELL-ASK-SWIMMERS-EAR1-cpgz-mediumSquareAt3X.jpg","This painful, itchy infection can dampen summer fun. Here’s how to avoid getting it.","https://www.nytimes.com/2025/06/10/well/move/swimmers-ear-infection-advice.html","2025-06-14 09:55:58","2025-06-14 09:55:58"
"79","Quiz: How Much Do You Know About Fiber?","Alice Callahan","https://static01.nyt.com/images/2025/06/10/well/10WELL-FIBER-QUIZ_topart/10WELL-FIBER-QUIZ_topart-mediumSquareAt3X-v19.jpg","Test your knowledge with our quiz.","https://www.nytimes.com/2025/06/10/well/eat/health-benefits-fiber-quiz.html","2025-06-14 09:55:58","2025-06-14 09:55:58"
"80","Neuer Ansatzpunkt für Entwicklung gezielter Immuntherapien entdeckt - MedUni Wien","Admin",NULL,"Neuer Ansatzpunkt für Entwicklung gezielter Immuntherapien entdeckt&nbsp;&nbsp;MedUni Wien","https://news.google.com/rss/articles/CBMi1wFBVV95cUxOVzJGYmpMYy13bE1Qa2k4Z1J3cnhLUEVfUVJwU3Noam1PbHVPdmh5eVVYNy1zSHdWVGVaUThpcDRDYTdfYUFvWEh5d2gwVlRyUUlRS0J2QXdBOEcyaVZDVjlhMHhuZzk4NThCMDZvQmNocjU3Vk1SeVh0QzA3MDY0QnhUNHJwMDRZSU43RUtlZGJIU1ZOemdJcG5kT0g5dTNzTXJuVEpaT2ZrY2F0SkVYN0psSGdJWE5qVzctbGJ2NjJpaUNxMEF5ZElZbU5fZm5LTW8tUjUyRQ?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"81","Zonas Azuis: pessoas realmente vivem mais nesses locais? Entenda - CNN Brasil","Admin",NULL,"Zonas Azuis: pessoas realmente vivem mais nesses locais? Entenda&nbsp;&nbsp;CNN Brasil","https://news.google.com/rss/articles/CBMinwFBVV95cUxPdWwxa0lESXI4ZFBUanEyamVrSUx4ci1SUUlFOFBUbFVMR1FfS1Vpa0M5NzJiWXRlR0VpOG1ta1dHaGpvNUtpTUdRS1pPNlZGOHAwRk05VmdJb1l2TVRmWURVbXdLVjF2UkVIYV9xLURtSFlXaVFkeVVVNDRyR2QwSFNQcXVEZndqRE9CLVNCRFpMREx5WFpNVk9aQ0kwaWs?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"82","Autism Programs 19 and Younger - Lloydminster, Battlefords, Meadow Lake - SaskHealthAuthority","Admin",NULL,"Autism Programs 19 and Younger - Lloydminster, Battlefords, Meadow Lake&nbsp;&nbsp;SaskHealthAuthority","https://news.google.com/rss/articles/CBMivgJBVV95cUxNYmE4cjl3UVFFZ292R2xDaWU1ZDA3WU1PUXNvQ01Rb1MzU0lZMjY3c0k1Tlhpal9sN2I2cS1yck9rcEtJdnRJU2ZhRzZveDlndVBvQWFPMkFscFdtWEpmZWxLRGRnUDdjSGR6WnFUTFFWM3YyTVZ0MENMMjZnb0hTM3N3QW1VWXJpWUpxbmdmYzdEcVRqQjVpZURRRVpxQ0N1bHRtUWJHTnhNdG5WRGM2ZHVfYVRvTkstaU1IUzNRWC1EdjhaeHAyelc0bjlWQlR2RGJIMnV5UWM5ZnJjQ2VaYkFUWmVTZWN3NmMzU3FjNXpQWldtZ0FCS1MtRGI1T0Noa19uX19TcWdQckhpa1o1MjgyVjhhSUw2a0NZS216anlZR0h1d2lCT2pHUzkxeWlJSUx3S1hzZ3lBU1pSb1E?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"83","‘Vicious cycle’: Why you shouldn’t let your toddler use your phone - Herald Sun","Admin",NULL,"‘Vicious cycle’: Why you shouldn’t let your toddler use your phone&nbsp;&nbsp;Herald SunMore than addiction: How screens and social media reshape our minds&nbsp;&nbsp;YnetnewsPsychologists Tracked 292,000 Kids' Screen Time—What They Found Is Alarming&nbsp;&nbsp;NewsweekScreen Time and Emotional Issues: Vicious Cycle?&nbsp;&nbsp;Mirage NewsProactive parenting around digital devices is a win-win for mental health.&nbsp;&nbsp;Psychology Today","https://news.google.com/rss/articles/CBMimAJBVV95cUxNMWVlUDE5VWxLVEM3RldFWlluTkpZb1F0LUpiUlFPajk0N21oV0FVTmMweE9Rb0hCSGpIOWVVLWd2UjhIeWF0Rmp4NzB0WExZVkY3UFNDQ3o0ZklfVzZ2YTFxVmJkOHpqZDllOF9ZeklyN3YzN1BUNVl6d281MXdSUVNsRUdpY0JXS3RlV3lRMWJjMUxyNElvY1BkbFFTcDJqUEpIWF84SWxFdkk2MmZackowVGJHdXMtODIzSnF0cG1oM3IwOVpWU1doME9yVmowMVpxUFBJb1dGektZdUViS0xGZzNrZnZhNlFMN3ZWbFZLSHdrNzNJd0lBV200YVRCLVAwTlVpdjFxd0hVelJyLTJNQ3J3RVNO0gGeAkFVX3lxTE1MZ3gyLXpKUTg1R1daNzU1ejI0WnU1OHRfZXZ2TDdSQVVXa2pnVU1ab2dYNk1BdkpiTVhYQ1J1M19ITTVyYmtBVXBlTjBkdTRGcFAta3d4VGVIdzRKQUpmUHd5bGhwb3k3YmpPVXVJZWpJektmX0FVS1JYMVRSR0tIazRRLWtpdUlPcFcxSFpQanZYWnJmTFE4bGxHOXdweFp0aEN6U0pLSkZvN29kSzBtMlV1UTZxeGRSSzhla1lITGd2alBkVkpwV2tua3VCSnlmWlhhelpPLXgzRWdOYXlFZkRkNHFQQXpuU1Jkak5YeU9WZ1B5cE55ZzZIZW1DRTN6eVp3ejNvQ01NcGZSZG11OXI1dHJVMXBDUzhGa0E?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"84","Rare Appendix Cancers Are Increasing Among Millennials and Gen X","Nina Agrawal","https://static01.nyt.com/images/2025/06/09/well/09-WELL-APPENDIX-CANCER2/09-WELL-APPENDIX-CANCER2-mediumSquareAt3X.jpg","The findings, from a new study, come at a time of growing concern about the earlier onset of several cancers.","https://www.nytimes.com/2025/06/09/well/appendix-cancer-age.html","2025-06-14 09:55:58","2025-06-14 09:55:58"
"85","This group is the most vulnerable to heat-related illnesses by far - The Washington Post","Admin",NULL,"This group is the most vulnerable to heat-related illnesses by far&nbsp;&nbsp;The Washington Post","https://news.google.com/rss/articles/CBMimgFBVV95cUxQdG9Fb3BESEdZTFJneUlIU21yZ2ZSTFR5WUxENTFpRU5Ka0ROWEhUOWpXMzk0WVFaRTluV2cxcFcxRWUyczBrMjFYVTBMVEljWnM5NWdqNmRWZTQ1d0ZRdHlhQnFMdzBLWDV0dnk1U1JXVm42WndGcjVQOTZuY1Q0NS14SnFEV294VHR4bzF1YTBfaXNrNVFXeXJ3?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"86","Poor appetite? What that can mean and how to get hungry again - The Washington Post","Admin",NULL,"Poor appetite? What that can mean and how to get hungry again&nbsp;&nbsp;The Washington Post","https://news.google.com/rss/articles/CBMilwFBVV95cUxNME1JLW5zU1BYb19DNVJpTHlIZHNvWHdDY2lmakdtRDFIOTcwUk9xNUEycjNQWkV6NUgzNktMdWZyN2k4aWV5Znc4WVZITHAyYlJkbWZ5dUdXVHJjNmtXZDJhalJBM1RaeVc3TENMN2NEYm5RTUNQaV9GYU0xd3lEd2tqQklkeUhTNkpfVjFZMFlVdENvWHJF?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"87","Martha doctor's failings 'particularly grave'","Admin","https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/7a36/live/ada74220-4552-11f0-835b-310c7b938e84.jpg","A medical tribunal has found a senior doctor's failings amounted to gross negligence and misconduct.","https://www.bbc.com/news/articles/cn9jnwvgenjo","2025-06-14 09:55:58","2025-06-14 09:55:58"
"88","Ozempic está associado a casos raros de distúrbio ocular grave, diz regulador europeu - UOL","Admin",NULL,"Ozempic está associado a casos raros de distúrbio ocular grave, diz regulador europeu&nbsp;&nbsp;UOL","https://news.google.com/rss/articles/CBMi4AFBVV95cUxQN2tkTnBCdHJMSWtJRjMwNU1iQVNQdFQxa3Npc05feWFCaGZMZ3hCS1kxNDVKX19fTEZuT296ZXVMQWY3YktfWWl6T2FuSnlHaUhuZjdzRkxhdjNaRy1KQ3dldEtlU0o5a2w4Q0ppU2hILWxoV1puXzRTZS1CNW1vN2VMUXQ1WnRCOVpZalJQRlBpeEtRZE1ncmtnUVVteUNIMGptYUpBem1oc3BFY3Z5alJzR1dac2RtWW02VEFSM0k5N1pHMlZQM21jYmxtMlRPODdsNzVTSU5BMUpUdURwaQ?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"89","Une étude mondiale renforce l'intérêt de la prévention cardiovasculaire - Univadis","Admin",NULL,"Une étude mondiale renforce l'intérêt de la prévention cardiovasculaire&nbsp;&nbsp;Univadis","https://news.google.com/rss/articles/CBMi_AFBVV95cUxQdGkzNnIzU3NVX2ZkWkRsSVlVZVpsRDZLX0hxSmVKcm50amtGVzZpYmF2Q0dmVWdDQU5MVWJfUjVLeVV3LVFrZkJGMDdBa1dYVkV1MmxrTVZXaXRTbGVrTXlQcnExVTVHN29YXzQ5b1gtMW1aWWtqaFJuYVVaWWJkWkVzXzByOXdYMDMzNEJRUi1yTFdMSkFCdmZSY1VzOVIwZk14bXJWaHNDQ0VJSVJyRGlhRHZDOS12QWZuQTY2cnM2SW4wNUo3UDZhZXNDRVZjeWRpMDZqel9jTGpCeWZaeTVVTlVEdmpEVm1YSlhLTEhCWXZXNGVZdDVpS1k?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"90","Experts Sound Alarm on Antifungal Resistance Crisis - Mirage News","Admin",NULL,"Experts Sound Alarm on Antifungal Resistance Crisis&nbsp;&nbsp;Mirage News","https://news.google.com/rss/articles/CBMihwFBVV95cUxQZ2Y4Wko2SUJvYVczT1dOaHVFTVNGQ1d6QnFXX3NpeGtQd0pRV2FqNEtMWk1nTVllQVNIaWdJSGVzOGNhdkxzNVlXNGtRTS1fUS1JbmYxSnByM2lXV1JxWDNNWnRDMjBmM0xxbTBHZWtPV2JxRmt6ZHhHX1JiWVR3a1JoeFRqMFU?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"91","Herzstark essen: Was Sie jetzt öfter auf den Teller bringen sollten – laut Experten - CHIP","Admin",NULL,"Herzstark essen: Was Sie jetzt öfter auf den Teller bringen sollten – laut Experten&nbsp;&nbsp;CHIP","https://news.google.com/rss/articles/CBMivgFBVV95cUxPN1VxOHhpSkFaX011RVlyMjhFVnktQVRpUmUwODJjMTRWQUpLR0Qxb3FLWFVuN2JWTThvb2FvSUhGNEJNU21XSlhyVElqOG81R0pYLW4wWGY0U2V3Y29nTDU2MVFqZFhkR0dSaGJmRUg0QUdZWDM3R0l1XzVsazlCX0hqVzdsY3BEcXh1SW5YalBoVnFBVVNWMDQ5V284dk9TWUExS3VQcFNob2Zwc2lKaklpbkdEaTVfQ2o4QUd3?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"92","Gun Deaths of Children Rose in States That Loosened Gun Laws, Study Finds","Roni Caryn Rabin","https://static01.nyt.com/images/2025/06/09/science/09guns-kids/09guns-kids-mediumSquareAt3X.jpg","Researchers looked at firearm fatalities in the 13 years immediately after the Supreme Court limited local governments’ ability to restrict gun ownership.","https://www.nytimes.com/2025/06/09/health/gun-deaths-children.html","2025-06-14 09:55:58","2025-06-14 09:55:58"
"93","Mothers report worse mental health in new report - The Washington Post","Admin",NULL,"Mothers report worse mental health in new report&nbsp;&nbsp;The Washington PostRecent study in JAMA Internal Medicine reveals significant decline in mothers' mental health&nbsp;&nbsp;Denver7","https://news.google.com/rss/articles/CBMikwFBVV95cUxONlpRbGpNOU44bEpWdFJrVlRKVkpsbVNxdkpBNDBhajEzLUJaZzAtMjFjakxrZ2ZWaVZ2NVVfTnBVa2pWd0xVV2NrSUw3bUZBTzFxdzl6c2VsRnNhdWpqN3VBNWZCbndxbmhJd29XdHlWLVhxRDE4aFJ4NFU5ZFliSk1wdW56bWtJb21KaUZHdVlPT3M?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"94","'I'm going to outlive our child, there are no words'","Admin","https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/fd4f/live/fbdbc510-4511-11f0-bace-e1270fc31f5e.jpg","Jack is one of only 16 children in the world with a genetic condition so rare it doesn't have a name.","https://www.bbc.com/news/videos/cy4k552ee3xo","2025-06-14 09:55:58","2025-06-14 09:55:58"
"95","Do you need a magnesium supplement? Experts share symptoms of deficiency","Admin","https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2023/09/931/523/iStock-1215952284-1.jpg?ve=1&tl=1","Health experts explain magnesium&apos;s role in preventing disease, improving sleep, reducing anxiety and supporting bone health, with guidance on dietary sources and supplement options.","https://www.foxnews.com/health/do-you-need-magnesium-supplement-experts-share-symptoms-deficiency","2025-06-14 09:55:58","2025-06-14 09:55:58"
"96","Measles cases are surging globally. Should children be vaccinated earlier in Australia? - SBS Australia","Admin",NULL,"Measles cases are surging globally. Should children be vaccinated earlier in Australia?&nbsp;&nbsp;SBS AustraliaMeasles cases are surging globally. Should children be vaccinated earlier?&nbsp;&nbsp;The ConversationnewsGP - Researchers urge discussion on infant measles vaccine&nbsp;&nbsp;Royal Australian College of General Practitioners (RACGP)","https://news.google.com/rss/articles/CBMiywFBVV95cUxOQzVYNFN5SnowY3V6RDRjQTB4QklXUkR1NlpXY0FOeXpybG9hTmxkcEtLcUNlT291eXlybnppV3c3MVhGcE52U3FWU2JaaVZDTTNvQXFFTnJrNFlBbDNrSnE0cGV0N05zQ2RqYWZiVGhWcDFnQ2VGMFkzSVIzUUFBUkw3eVZsaDl2Z0Jndnc2dWF4V2ZFcURHTVZGTGp5RmtrYnpYbU1RYzhsUmVhenZLZ1lkYVowd2I3dkxUY1dRbHNtbUFpVk9oVHNwMA?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"97","Vaccine reminder as illness surges - Melton & Moorabool | Star Weekly","Admin",NULL,"Vaccine reminder as illness surges&nbsp;&nbsp;Melton & Moorabool | Star WeeklyAustralians urged to address falling vaccination rates&nbsp;&nbsp;The Canberra TimesRespiratory infections soar in WA as Australian Medical Association urges people to get COVID & flu vaccines&nbsp;&nbsp;The West Australian","https://news.google.com/rss/articles/CBMiigFBVV95cUxNSXoyRXlTbU5RaWxBbGlGLUZjUm9CbmFab25TTFFTSmFIMVplRGpLYjRpVW5tUG01d3p4S0N4SWlCQ3A3Z1ZlV1dzV1hmMHFXd09XMV9vc2hLX2ZtcmhGYTVVY2NtUTlXZGRZYm5LdjFZZW5rZFBzLUdlcnBUQkctYXNPeEhkZWdCY2c?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"98","Healthy lifestyle boosts metabolic health without weight loss: Study - tripuratimes.com","Admin",NULL,"Healthy lifestyle boosts metabolic health without weight loss: Study&nbsp;&nbsp;tripuratimes.comBathroom scales not showing any change? Stop before you call your weight loss a failure&nbsp;&nbsp;Hindustan TimesNot Losing Weight? Study Finds Healthy Diet May Still Bring Major Health Gains&nbsp;&nbsp;Medical DialoguesHealthy diets can improve health even without weight loss: Study | The study has been published in EJPC | Inshorts&nbsp;&nbsp;Inshorts3 New Studies Remind Us There’s More To Eating Well Than Just Weight Loss&nbsp;&nbsp;Forbes","https://news.google.com/rss/articles/CBMirwFBVV95cUxPNWpsZ04wczdWaWpVak9mVFU2d29TN1otV0RXS1dwUVNhY0JJd3hyZDg2X3NwdXAtcjNBYksxaFRDbkRLd0FqWUVIemhfRXhFQVJ1TzhIMjQzemhSUFJ0dnFoMk1KeXIzN2ljV3FveEl3QWFqWUtYekVINnp0bjBDUUZnYTA0c0NRM1lFZXdfTkVna1cwSWI4eUlJYzBrcVNmMk45Yk5hYnJaUnlQbmRV?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"99","Reframing Maternal Care to Combat Low Birth Weight - orfonline.org","Admin",NULL,"Reframing Maternal Care to Combat Low Birth Weight&nbsp;&nbsp;orfonline.org","https://news.google.com/rss/articles/CBMikwFBVV95cUxOWGpZcjFWcVlpUG0tclpDU2JfTDVjTGhQUF9sTUdKWEVEXzFOMjk0T1hjQVlQLTZLOURKNUQ0c3luQk9vWEhRN2YybFc2VENHN0hKblBvTXFqRFczaVdFZ2g5WWN6Wkl5OUNsX1h1dEp1TVlVYjdndFdKZkRfLWdyeUw1VkJubkRPTm1TdzJBX1NlR0U?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"100","Génération X : comment retrouver son bien-être après 45 ans - Holissence","Admin",NULL,"Génération X : comment retrouver son bien-être après 45 ans&nbsp;&nbsp;Holissence","https://news.google.com/rss/articles/CBMiaEFVX3lxTE9IS0YxajhJSDg2c2xuLU56SndfRGZkT1ljdGcwWUZJY1ZRR0NpZERWTmlXNXhfOWR4QWNGaEsteXViMG84MkE5VUNybVFjRl8xT09FWGRzOWd1cklMeWVZck5PbndoYWdX?oc=5","2025-06-14 09:55:58","2025-06-14 09:55:58"
"101","Understanding Paroxysmal Positional Vertigo: Causes and Treatment Options","Dr. Sarah Johnson",NULL,"Paroxysmal Positional Vertigo is a common inner ear disorder that causes brief episodes of dizziness when the head position changes. Learn about the symptoms, causes, and effective treatment methods including the Epley maneuver.","https://health.example.com/articles/vertigo-treatment-guide","2025-06-14 08:30:15","2025-06-14 08:30:15"
"102","AIDS Prevention and Modern Treatment Approaches","Dr. Michael Chen",NULL,"Acquired Immunodeficiency Syndrome (AIDS) remains a global health concern. This comprehensive guide covers prevention strategies, early detection methods, and current antiretroviral therapy options that help patients live longer, healthier lives.","https://health.example.com/articles/aids-prevention-treatment","2025-06-14 09:15:22","2025-06-14 09:15:22"
"103","Acne Management: From Teenagers to Adults","Dr. Emily Rodriguez",NULL,"Acne affects millions worldwide, from adolescents to adults. Discover effective skincare routines, medical treatments, and lifestyle changes that can help clear your skin and prevent future breakouts.","https://health.example.com/articles/acne-management-guide","2025-06-14 10:45:18","2025-06-14 10:45:18"
"104","Alcoholic Hepatitis: Recognition and Recovery","Dr. Robert Thompson",NULL,"Alcoholic hepatitis is a serious liver condition caused by excessive alcohol consumption. Learn about early warning signs, diagnostic procedures, and treatment options including lifestyle modifications and medical interventions.","https://health.example.com/articles/alcoholic-hepatitis-recovery","2025-06-14 11:20:33","2025-06-14 11:20:33"
"105","Managing Allergies: Identification and Treatment Strategies","Dr. Lisa Park",NULL,"Allergic reactions can range from mild to life-threatening. This article explores common allergens, testing methods, and various treatment approaches including antihistamines, immunotherapy, and emergency management.","https://health.example.com/articles/allergy-management-strategies","2025-06-14 12:05:41","2025-06-14 12:05:41"
"106","Arthritis: Living Well with Joint Pain","Dr. James Wilson",NULL,"Arthritis affects millions of people worldwide, causing joint pain and stiffness. Learn about different types of arthritis, pain management techniques, exercise recommendations, and treatment options to maintain quality of life.","https://health.example.com/articles/arthritis-living-well-guide","2025-06-14 13:30:27","2025-06-14 13:30:27"
"107","Bronchial Asthma: Control and Prevention","Dr. Amanda Lee",NULL,"Bronchial asthma is a chronic respiratory condition that can be effectively managed with proper treatment. Discover triggers, medication options, breathing techniques, and lifestyle modifications for better asthma control.","https://health.example.com/articles/bronchial-asthma-control","2025-06-14 14:15:54","2025-06-14 14:15:54"
"108","Cervical Spondylosis: Neck Pain Solutions","Dr. Kevin Martinez",NULL,"Cervical spondylosis is age-related wear and tear affecting the spinal disks in your neck. Learn about symptoms, causes, conservative treatments, and when surgical intervention may be necessary.","https://health.example.com/articles/cervical-spondylosis-treatment","2025-06-14 15:00:12","2025-06-14 15:00:12"
"109","Chicken Pox: What Parents Need to Know","Dr. Rachel Green",NULL,"Chicken pox is a highly contagious viral infection common in children. This guide covers symptoms, prevention through vaccination, home care remedies, and when to seek medical attention.","https://health.example.com/articles/chicken-pox-parents-guide","2025-06-14 16:25:38","2025-06-14 16:25:38"
"110","Chronic Cholestasis: Understanding Bile Flow Disorders","Dr. David Kim",NULL,"Chronic cholestasis occurs when bile flow from the liver is reduced or blocked. Learn about causes, symptoms, diagnostic tests, and treatment options to manage this liver condition effectively.","https://health.example.com/articles/chronic-cholestasis-management","2025-06-14 17:10:45","2025-06-14 17:10:45"
"111","Common Cold: Prevention and Home Remedies","Dr. Susan Taylor",NULL,"The common cold is one of the most frequent illnesses affecting people of all ages. Discover effective prevention strategies, home remedies, and when over-the-counter medications can provide relief.","https://health.example.com/articles/common-cold-prevention-remedies","2025-06-14 18:45:21","2025-06-14 18:45:21"
"112","Dengue Fever: Recognition and Prevention in Tropical Areas","Dr. Carlos Mendez",NULL,"Dengue fever is a mosquito-borne viral infection prevalent in tropical regions. Learn about symptoms, prevention methods, treatment approaches, and the importance of early medical intervention.","https://health.example.com/articles/dengue-fever-prevention-guide","2025-06-14 19:30:17","2025-06-14 19:30:17"
"113","Diabetes Management: Your Complete Guide","Dr. Patricia Wong",NULL,"Diabetes is a chronic condition that affects how your body processes blood sugar. This comprehensive guide covers types of diabetes, blood sugar monitoring, medication options, and lifestyle modifications for optimal management.","https://health.example.com/articles/diabetes-complete-management-guide","2025-06-14 20:15:33","2025-06-14 20:15:33"
"114","Hemorrhoids (Piles): Treatment and Prevention","Dr. Mark Anderson",NULL,"Hemorrhoids are swollen veins in the lower rectum and anus that can cause discomfort. Learn about causes, symptoms, treatment options ranging from home remedies to surgical procedures, and prevention strategies.","https://health.example.com/articles/hemorrhoids-treatment-prevention","2025-06-14 21:00:58","2025-06-14 21:00:58"
"115","Drug Reactions: Recognition and Emergency Response","Dr. Jennifer Liu",NULL,"Adverse drug reactions can range from mild side effects to life-threatening emergencies. This article covers common drug reactions, recognition of symptoms, and appropriate response measures including when to seek immediate medical help.","https://health.example.com/articles/drug-reactions-emergency-response","2025-06-14 21:45:42","2025-06-14 21:45:42"
"116","Fungal Infections: Diagnosis and Treatment","Dr. Thomas Brown",NULL,"Fungal infections can affect various parts of the body including skin, nails, and internal organs. Learn about different types of fungal infections, risk factors, diagnostic methods, and antifungal treatment options.","https://health.example.com/articles/fungal-infections-diagnosis-treatment","2025-06-13 08:20:14","2025-06-13 08:20:14"
"117","GERD: Managing Gastroesophageal Reflux Disease","Dr. Maria Garcia",NULL,"Gastroesophageal Reflux Disease (GERD) is a chronic digestive disorder that affects the lower esophageal sphincter. Discover dietary modifications, lifestyle changes, and medical treatments to manage acid reflux effectively.","https://health.example.com/articles/gerd-management-guide","2025-06-13 09:35:28","2025-06-13 09:35:28"
"118","Gastroenteritis: Recovery and Prevention","Dr. Andrew Davis",NULL,"Gastroenteritis, commonly known as stomach flu, causes inflammation of the stomach and intestines. Learn about causes, symptoms, treatment approaches, and prevention strategies to avoid this common condition.","https://health.example.com/articles/gastroenteritis-recovery-prevention","2025-06-13 10:50:51","2025-06-13 10:50:51"
"119","Heart Attack: Recognition and Emergency Action","Dr. Sandra Miller",NULL,"Heart attacks are medical emergencies requiring immediate attention. This critical guide covers warning signs, risk factors, emergency response procedures, and preventive measures to protect your cardiovascular health.","https://health.example.com/articles/heart-attack-emergency-guide","2025-06-13 11:25:37","2025-06-13 11:25:37"
"120","Hepatitis B: Prevention and Treatment","Dr. Richard Clark",NULL,"Hepatitis B is a viral infection that attacks the liver and can cause both acute and chronic disease. Learn about transmission, vaccination, symptoms, and current treatment options for this preventable condition.","https://health.example.com/articles/hepatitis-b-prevention-treatment","2025-06-13 12:40:23","2025-06-13 12:40:23"
"121","Hepatitis C: Modern Treatment Breakthroughs","Dr. Helen White",NULL,"Hepatitis C is a blood-borne virus that causes liver infection. Discover the latest treatment advances, including direct-acting antivirals, screening recommendations, and cure rates with modern therapy.","https://health.example.com/articles/hepatitis-c-treatment-breakthroughs","2025-06-13 13:55:16","2025-06-13 13:55:16"
